State,Sector,Indicator,Sub Indicator,Value
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,64.9
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,87.4
Tamil Nadu,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,75.3
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.1
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.5
Tamil Nadu,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.8
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.8
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.1
Tamil Nadu,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tamil Nadu,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,18.8
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,14.8
Telangana,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,17.2
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,78.7
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,84.4
Telangana,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,81
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.9
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Telangana,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.3
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.7
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Telangana,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.5
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Telangana,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.6
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.5
Tripura,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,9.9
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,63.4
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,89.6
Tripura,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,69
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,12.2
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,3.4
Tripura,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,10.3
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,12.8
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,3.5
Tripura,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,10.8
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tripura,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.3
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.1
Uttarakhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.8
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,92.8
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,96.8
Uttarakhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.8
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,3
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.9
Uttarakhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,3
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.9
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Uttarakhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.4
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttarakhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.9
Uttar Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,83.4
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,96.3
Uttar Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,86
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,13.2
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.6
Uttar Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,10.8
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.5
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Uttar Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.2
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Uttar Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,9.2
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.8
West Bengal,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,7.3
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,81.5
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.6
West Bengal,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,85
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,7.2
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.1
West Bengal,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,5.7
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2.1
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.4
West Bengal,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.9
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
West Bengal,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
