State,Sector,Indicator,Sub Indicator,Value
Nagaland,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99
Nagaland,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,63.7
Nagaland,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,62
Nagaland,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,63.3
Nagaland,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10.6
Nagaland,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.6
Nagaland,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.7
Odisha,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,91.3
Odisha,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.5
Odisha,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,92.1
Odisha,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,41.5
Odisha,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,58.1
Odisha,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,43
Odisha,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,17.7
Odisha,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.4
Odisha,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,16.3
Puducherry,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.3
Puducherry,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,96.4
Puducherry,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.1
Puducherry,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,95.9
Puducherry,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,96.3
Puducherry,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,96.1
Puducherry,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9
Puducherry,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.4
Puducherry,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.3
Punjab,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.6
Punjab,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.1
Punjab,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98
Punjab,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,16.7
Punjab,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,20.8
Punjab,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,18
Punjab,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,8
Punjab,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,5.5
Punjab,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7
Rajasthan,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,92.9
Rajasthan,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,95
Rajasthan,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,93.2
Rajasthan,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,56.9
Rajasthan,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,67.9
Rajasthan,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,58.2
Rajasthan,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,12.3
Rajasthan,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.9
Rajasthan,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10.5
Sikkim,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.5
Sikkim,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,91
Sikkim,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,96
Sikkim,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,68.8
Sikkim,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,87.3
Sikkim,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,72.2
Sikkim,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10.7
Sikkim,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,5.1
Sikkim,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9
Tamil Nadu,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
Tamil Nadu,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.4
Tamil Nadu,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
Tamil Nadu,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,64.8
Tamil Nadu,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,73.9
Tamil Nadu,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,68.1
Tamil Nadu,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.7
Tamil Nadu,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,5.9
Tamil Nadu,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.9
Telangana,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.5
Telangana,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.9
Telangana,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
Telangana,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,77.5
Telangana,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,73.1
Telangana,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,76
Telangana,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.9
Telangana,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,3.5
Telangana,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.3
Tripura,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Tripura,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Tripura,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Tripura,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,87.1
Tripura,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,91.4
Tripura,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,88.5
Tripura,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,11.1
Tripura,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,16
Tripura,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,12.2
Uttarakhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,93.7
Uttarakhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.7
Uttarakhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,95
Uttarakhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,31.7
Uttarakhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,66.7
Uttarakhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,36.7
Uttarakhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,8.8
Uttarakhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.4
Uttarakhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.7
Uttar Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.5
Uttar Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.2
Uttar Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.6
Uttar Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,35.1
Uttar Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,43.9
Uttar Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,36.4
Uttar Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10.4
Uttar Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.6
Uttar Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.6
West Bengal,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,95.9
West Bengal,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
West Bengal,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,96.8
West Bengal,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,28.5
West Bengal,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,31.4
West Bengal,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,29.2
West Bengal,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,13.8
West Bengal,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10.5
West Bengal,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,12.8
